NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GO_DENDRITIC_CELL_CYTOKINE_PRODUCTION	13		Rejected!	
GO_MYELOID_DENDRITIC_CELL_CYTOKINE_PRODUCTION	6		Rejected!	
GO_IMMUNOGLOBULIN_PRODUCTION	209		Rejected!	
GO_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE	61		Rejected!	
GO_MHC_PROTEIN_COMPLEX_ASSEMBLY	7		Rejected!	
GO_DENDRITIC_CELL_CHEMOTAXIS	24		Rejected!	
GO_IMMUNE_RESPONSE_TO_TUMOR_CELL	20		Rejected!	
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	9		Rejected!	
GO_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	6		Rejected!	
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB	7		Rejected!	
GO_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	13		Rejected!	
GO_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY	144		Rejected!	
GO_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	64		Rejected!	
GO_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	24		Rejected!	
GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	305		Rejected!	
GO_LEUKOCYTE_MEDIATED_IMMUNITY	885	41		
GO_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	555	34		
GO_MAST_CELL_MEDIATED_IMMUNITY	49		Rejected!	
GO_LYMPHOCYTE_MEDIATED_IMMUNITY	359		Rejected!	
GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	148		Rejected!	
GO_T_CELL_MEDIATED_IMMUNITY	104		Rejected!	
GO_T_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	5		Rejected!	
GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	363		Rejected!	
GO_TOLERANCE_INDUCTION_DEPENDENT_UPON_IMMUNE_RESPONSE	5		Rejected!	
GO_GERMINAL_CENTER_FORMATION	15		Rejected!	
GO_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	12		Rejected!	
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I	99		Rejected!	
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_VIA_MHC_CLASS_IB	14		Rejected!	
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_TAP_INDEPENDENT	9		Rejected!	
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN	17		Rejected!	
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_VIA_ER_PATHWAY	8		Rejected!	
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	104		Rejected!	
GO_TOLERANCE_INDUCTION	26		Rejected!	
GO_TOLERANCE_INDUCTION_TO_SELF_ANTIGEN	5		Rejected!	
GO_T_CELL_TOLERANCE_INDUCTION	12		Rejected!	
GO_IMMUNE_SYSTEM_DEVELOPMENT	1024	28		
GO_LEUKOCYTE_DIFFERENTIATION	538	18		
GO_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE	16		Rejected!	
GO_HYPERSENSITIVITY	10		Rejected!	
GO_ACUTE_INFLAMMATORY_RESPONSE	111		Rejected!	
GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE	93		Rejected!	
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	70		Rejected!	
GO_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE	7		Rejected!	
GO_CHRONIC_INFLAMMATORY_RESPONSE	20		Rejected!	
GO_MONOCYTE_CHEMOTAXIS	66		Rejected!	
GO_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_SOMATIC_MUTATION	17		Rejected!	
GO_SOMATIC_DIVERSIFICATION_OF_T_CELL_RECEPTOR_GENES	5		Rejected!	
GO_MYELOID_LEUKOCYTE_DIFFERENTIATION	210		Rejected!	
GO_PLATELET_DEGRANULATION	129		Rejected!	
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	20		Rejected!	
GO_NEGATIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	9		Rejected!	
GO_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	9		Rejected!	
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	5		Rejected!	
GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	6		Rejected!	
GO_POSITIVE_REGULATION_OF_DENDRITIC_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	7		Rejected!	
GO_REGULATION_OF_GERMINAL_CENTER_FORMATION	9		Rejected!	
GO_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	68		Rejected!	
GO_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	13		Rejected!	
GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	45		Rejected!	
GO_REGULATION_OF_TOLERANCE_INDUCTION	17		Rejected!	
GO_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION	9		Rejected!	
GO_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION	10		Rejected!	
GO_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION	6		Rejected!	
GO_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	49		Rejected!	
GO_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	13		Rejected!	
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	31		Rejected!	
GO_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	10		Rejected!	
GO_NEGATIVE_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE	5		Rejected!	
GO_RESPIRATORY_BURST_INVOLVED_IN_DEFENSE_RESPONSE	13		Rejected!	
GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1637	42		
GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	463	18		
GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1101	30		
GO_REGULATION_OF_LEUKOCYTE_MIGRATION	212		Rejected!	
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	49		Rejected!	
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	142		Rejected!	
GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	124		Rejected!	
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	20		Rejected!	
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	96		Rejected!	
GO_REGULATION_OF_CELLULAR_EXTRAVASATION	33		Rejected!	
GO_NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	9		Rejected!	
GO_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	21		Rejected!	
GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	469	17		
GO_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	124		Rejected!	
GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	223		Rejected!	
GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	144		Rejected!	
GO_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	36		Rejected!	
GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	100		Rejected!	
GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	211		Rejected!	
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	52		Rejected!	
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	138		Rejected!	
GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	154		Rejected!	
GO_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	42		Rejected!	
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	106		Rejected!	
GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	73		Rejected!	
GO_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	19		Rejected!	
GO_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	50		Rejected!	
GO_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	56		Rejected!	
GO_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	12		Rejected!	
GO_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	40		Rejected!	
GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	45		Rejected!	
GO_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	17		Rejected!	
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	29		Rejected!	
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	83		Rejected!	
GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	24		Rejected!	
GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	55		Rejected!	
GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	32		Rejected!	
GO_NEGATIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	9		Rejected!	
GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	20		Rejected!	
GO_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CYTOKINE_PRODUCTION	8		Rejected!	
GO_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	68		Rejected!	
GO_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	36		Rejected!	
GO_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	34		Rejected!	
GO_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION	116		Rejected!	
GO_REGULATION_OF_ANTIMICROBIAL_HUMORAL_RESPONSE	6		Rejected!	
GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	123		Rejected!	
GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	51		Rejected!	
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	58		Rejected!	
GO_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	509		Rejected!	
GO_IMMUNE_RESPONSE_INHIBITING_SIGNAL_TRANSDUCTION	8		Rejected!	
GO_IMMUNE_RESPONSE_INHIBITING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	6		Rejected!	
GO_ANTIMICROBIAL_PEPTIDE_PRODUCTION	6		Rejected!	
GO_PEPTIDE_SECRETION	554	22		
GO_REGULATION_OF_PEPTIDE_SECRETION	432	18		
GO_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION	121		Rejected!	
GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	226		Rejected!	
GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	168		Rejected!	
GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	48		Rejected!	
GO_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	110		Rejected!	
GO_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	27		Rejected!	
GO_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	7		Rejected!	
GO_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	20		Rejected!	
GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	31		Rejected!	
GO_NEGATIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	14		Rejected!	
GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	16		Rejected!	
GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	407	15		
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	98		Rejected!	
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	249		Rejected!	
GO_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	16		Rejected!	
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	13		Rejected!	
GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	5		Rejected!	
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	7		Rejected!	
GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	33		Rejected!	
GO_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	19		Rejected!	
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	12		Rejected!	
GO_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	15		Rejected!	
GO_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	5		Rejected!	
GO_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	8		Rejected!	
GO_POSITIVE_REGULATION_OF_HYPERSENSITIVITY	6		Rejected!	
GO_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	58		Rejected!	
GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	10		Rejected!	
GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	34		Rejected!	
GO_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	20		Rejected!	
GO_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	13		Rejected!	
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	133		Rejected!	
GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	13		Rejected!	
GO_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	19		Rejected!	
GO_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	12		Rejected!	
GO_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	7		Rejected!	
GO_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	5		Rejected!	
GO_RESPONSE_TO_ISCHEMIA	55		Rejected!	
GO_LIPID_HYDROXYLATION	7		Rejected!	
GO_DESMOSOME_ORGANIZATION	10		Rejected!	
GO_REGIONALIZATION	355		Rejected!	
GO_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION	1001	26		
GO_HEART_MORPHOGENESIS	258		Rejected!	
GO_SKELETAL_MUSCLE_CONTRACTION	43		Rejected!	
GO_VOLUNTARY_SKELETAL_MUSCLE_CONTRACTION	6		Rejected!	
GO_MUSCLE_SYSTEM_PROCESS	467		Rejected!	
GO_CIRCULATORY_SYSTEM_PROCESS	576	16		
GO_RENAL_SYSTEM_PROCESS	125		Rejected!	
GO_HEART_PROCESS	297		Rejected!	
GO_RESPIRATORY_SYSTEM_PROCESS	32		Rejected!	
GO_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	190		Rejected!	
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	50		Rejected!	
GO_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION	9		Rejected!	
GO_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION_BY_CHEMICAL_SIGNAL	6		Rejected!	
GO_REGULATION_OF_HEART_RATE_BY_CHEMICAL_SIGNAL	8		Rejected!	
GO_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	25		Rejected!	
GO_RENAL_CONTROL_OF_PERIPHERAL_VASCULAR_RESISTANCE_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	5		Rejected!	
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	95		Rejected!	
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	26		Rejected!	
GO_POSITIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	13		Rejected!	
GO_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE	20		Rejected!	
GO_RENAL_WATER_HOMEOSTASIS	37		Rejected!	
GO_REGULATION_OF_GLOMERULAR_FILTRATION	11		Rejected!	
GO_RENAL_SODIUM_ION_TRANSPORT	6		Rejected!	
GO_RENAL_WATER_TRANSPORT	6		Rejected!	
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_ENDOTHELIN	6		Rejected!	
GO_HEART_FIELD_SPECIFICATION	17		Rejected!	
GO_HEART_INDUCTION	10		Rejected!	
GO_SECONDARY_HEART_FIELD_SPECIFICATION	11		Rejected!	
GO_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY_IN_LATERAL_MESODERM	8		Rejected!	
GO_EMBRYONIC_HEART_TUBE_MORPHOGENESIS	70		Rejected!	
GO_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	27		Rejected!	
GO_MEMBRANOUS_SEPTUM_MORPHOGENESIS	10		Rejected!	
GO_MUSCULAR_SEPTUM_MORPHOGENESIS	5		Rejected!	
GO_OUTFLOW_TRACT_MORPHOGENESIS	80		Rejected!	
GO_REGULATION_OF_ANIMAL_ORGAN_FORMATION	38		Rejected!	
GO_ENDOCARDIUM_DEVELOPMENT	11		Rejected!	
GO_ENDOTHELIUM_DEVELOPMENT	135		Rejected!	
GO_MORPHOGENESIS_OF_AN_ENDOTHELIUM	19		Rejected!	
GO_ENDOCARDIUM_MORPHOGENESIS	6		Rejected!	
GO_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT	13		Rejected!	
GO_HIS_PURKINJE_SYSTEM_DEVELOPMENT	5		Rejected!	
GO_HEART_VALVE_DEVELOPMENT	61		Rejected!	
GO_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	26		Rejected!	
GO_MITRAL_VALVE_DEVELOPMENT	11		Rejected!	
GO_TRICUSPID_VALVE_DEVELOPMENT	6		Rejected!	
GO_AORTIC_VALVE_DEVELOPMENT	32		Rejected!	
GO_PULMONARY_VALVE_DEVELOPMENT	21		Rejected!	
GO_PULMONARY_VALVE_MORPHOGENESIS	17		Rejected!	
GO_TRICUSPID_VALVE_MORPHOGENESIS	5		Rejected!	
GO_HEART_VALVE_FORMATION	14		Rejected!	
GO_ATRIOVENTRICULAR_VALVE_FORMATION	8		Rejected!	
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT	45		Rejected!	
GO_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION	17		Rejected!	
GO_ENDOCARDIAL_CUSHION_MORPHOGENESIS	35		Rejected!	
GO_CARDIAC_CHAMBER_DEVELOPMENT	174		Rejected!	
GO_CARDIAC_CHAMBER_MORPHOGENESIS	131		Rejected!	
GO_CARDIAC_CHAMBER_FORMATION	12		Rejected!	
GO_CARDIAC_VENTRICLE_MORPHOGENESIS	73		Rejected!	
GO_CARDIAC_ATRIUM_MORPHOGENESIS	30		Rejected!	
GO_CARDIAC_VENTRICLE_FORMATION	10		Rejected!	
GO_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS	14		Rejected!	
GO_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS	20		Rejected!	
GO_VENTRICULAR_TRABECULA_MYOCARDIUM_MORPHOGENESIS	16		Rejected!	
GO_VENTRICULAR_COMPACT_MYOCARDIUM_MORPHOGENESIS	8		Rejected!	
GO_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	7		Rejected!	
GO_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT	55		Rejected!	
GO_CARDIAC_ATRIUM_DEVELOPMENT	36		Rejected!	
GO_CARDIAC_VENTRICLE_DEVELOPMENT	131		Rejected!	
GO_GROWTH_INVOLVED_IN_HEART_MORPHOGENESIS	5		Rejected!	
GO_CARDIAC_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS	7		Rejected!	
GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION	49		Rejected!	
GO_CARDIOBLAST_PROLIFERATION	11		Rejected!	
GO_REGULATION_OF_SECONDARY_HEART_FIELD_CARDIOBLAST_PROLIFERATION	9		Rejected!	
GO_ENDOCARDIAL_CUSHION_FORMATION	24		Rejected!	
GO_APOPTOTIC_PROCESS_INVOLVED_IN_HEART_MORPHOGENESIS	6		Rejected!	
GO_CARDIAC_SEPTUM_DEVELOPMENT	114		Rejected!	
GO_VENTRICULAR_SEPTUM_DEVELOPMENT	76		Rejected!	
GO_ATRIAL_SEPTUM_DEVELOPMENT	23		Rejected!	
GO_SEPTUM_PRIMUM_DEVELOPMENT	6		Rejected!	
GO_ATRIAL_SEPTUM_PRIMUM_MORPHOGENESIS	5		Rejected!	
GO_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS	31		Rejected!	
GO_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY	38		Rejected!	
GO_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	14		Rejected!	
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	10		Rejected!	
GO_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	7		Rejected!	
GO_PANCREATIC_A_CELL_DIFFERENTIATION	7		Rejected!	
GO_POSITIVE_REGULATION_OF_BLOOD_PRESSURE_BY_EPINEPHRINE_NOREPINEPHRINE	7		Rejected!	
GO_TYPE_B_PANCREATIC_CELL_DEVELOPMENT	20		Rejected!	
GO_REGULATION_OF_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION	8		Rejected!	
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	92		Rejected!	
GO_KERATINOCYTE_DEVELOPMENT	12		Rejected!	
GO_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	13		Rejected!	
GO_METANEPHROS_MORPHOGENESIS	33		Rejected!	
GO_REGULATION_OF_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS	8		Rejected!	
GO_CILIUM_MOVEMENT	156		Rejected!	
GO_PERICARDIUM_MORPHOGENESIS	9		Rejected!	
GO_REGULATION_OF_CILIUM_MOVEMENT	33		Rejected!	
GO_POSITIVE_REGULATION_OF_CILIUM_MOVEMENT	12		Rejected!	
GO_REGULATION_OF_CILIUM_BEAT_FREQUENCY	12		Rejected!	
GO_NORADRENERGIC_NEURON_DIFFERENTIATION	7		Rejected!	
GO_BRAINSTEM_DEVELOPMENT	7		Rejected!	
GO_DYNAMIN_FAMILY_PROTEIN_POLYMERIZATION_INVOLVED_IN_MEMBRANE_FISSION	8		Rejected!	
GO_SPHINGOSINE_1_PHOSPHATE_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GO_EPITHELIAL_CELL_MORPHOGENESIS	36		Rejected!	
GO_AXIS_ELONGATION	30		Rejected!	
GO_PLANAR_CELL_POLARITY_PATHWAY_INVOLVED_IN_AXIS_ELONGATION	6		Rejected!	
GO_RETINAL_PIGMENT_EPITHELIUM_DEVELOPMENT	5		Rejected!	
GO_NEURAL_RETINA_DEVELOPMENT	72		Rejected!	
GO_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	14		Rejected!	
GO_CHONDROCYTE_HYPERTROPHY	5		Rejected!	
GO_GROWTH_PLATE_CARTILAGE_DEVELOPMENT	19		Rejected!	
GO_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DIFFERENTIATION	9		Rejected!	
GO_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DEVELOPMENT	5		Rejected!	
GO_CHONDROCYTE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	8		Rejected!	
GO_DETECTION_OF_CALCIUM_ION	13		Rejected!	
GO_CARBOHYDRATE_METABOLIC_PROCESS	630	19		
GO_POLYSACCHARIDE_METABOLIC_PROCESS	112		Rejected!	
GO_GLYCOGEN_BIOSYNTHETIC_PROCESS	46		Rejected!	
GO_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS	6		Rejected!	
GO_DISACCHARIDE_METABOLIC_PROCESS	11		Rejected!	
GO_MONOSACCHARIDE_METABOLIC_PROCESS	296		Rejected!	
GO_FRUCTOSE_METABOLIC_PROCESS	15		Rejected!	
GO_FRUCTOSE_6_PHOSPHATE_METABOLIC_PROCESS	12		Rejected!	
GO_FRUCTOSE_2_6_BISPHOSPHATE_METABOLIC_PROCESS	5		Rejected!	
GO_FUCOSE_METABOLIC_PROCESS	16		Rejected!	
GO_GLUCOSE_METABOLIC_PROCESS	214		Rejected!	
GO_GLUCOSE_CATABOLIC_PROCESS	36		Rejected!	
GO_UDP_GLUCOSE_METABOLIC_PROCESS	5		Rejected!	
GO_GALACTOSE_METABOLIC_PROCESS	13		Rejected!	
GO_MANNOSE_METABOLIC_PROCESS	9		Rejected!	
GO_INOSITOL_METABOLIC_PROCESS	11		Rejected!	
